slug,locale,candidate_index,faq_candidate,candidate_only,runtime_approved
critical-care-nurses,zh-CN,2,重症护理护士需要哪些技能和准备？,true,false
critical-care-nurses,zh-CN,3,重症护理护士在 AI 时代哪些工作更容易被加速？,true,false
critical-care-nurses,en,1,What does a Critical Care Nurses do?,true,false
critical-care-nurses,en,2,What skills and preparation matter for Critical Care Nurses?,true,false
critical-care-nurses,en,3,How does AI affect Critical Care Nurses work?,true,false
crossing-guards-and-flaggers,zh-CN,1,交通路口警卫旗手主要做什么？,true,false
crossing-guards-and-flaggers,zh-CN,2,交通路口警卫旗手需要哪些技能和准备？,true,false
crossing-guards-and-flaggers,zh-CN,3,交通路口警卫旗手在 AI 时代哪些工作更容易被加速？,true,false
crossing-guards-and-flaggers,en,1,What does a Crossing Guards And Flaggers do?,true,false
crossing-guards-and-flaggers,en,2,What skills and preparation matter for Crossing Guards And Flaggers?,true,false
crossing-guards-and-flaggers,en,3,How does AI affect Crossing Guards And Flaggers work?,true,false
crushing-grinding-and-polishing-machine-setters-operators-and-tenders,zh-CN,1,机器铺设工、操作员、看护员主要做什么？,true,false
crushing-grinding-and-polishing-machine-setters-operators-and-tenders,zh-CN,2,机器铺设工、操作员、看护员需要哪些技能和准备？,true,false
crushing-grinding-and-polishing-machine-setters-operators-and-tenders,zh-CN,3,机器铺设工、操作员、看护员在 AI 时代哪些工作更容易被加速？,true,false
crushing-grinding-and-polishing-machine-setters-operators-and-tenders,en,1,"What does a Crushing, Grinding, And Polishing Machine Setters, Operators, And Tenders do?",true,false
crushing-grinding-and-polishing-machine-setters-operators-and-tenders,en,2,"What skills and preparation matter for Crushing, Grinding, And Polishing Machine Setters, Operators, And Tenders?",true,false
crushing-grinding-and-polishing-machine-setters-operators-and-tenders,en,3,"How does AI affect Crushing, Grinding, And Polishing Machine Setters, Operators, And Tenders work?",true,false
curators,zh-CN,1,策展人主要做什么？,true,false
curators,zh-CN,2,策展人需要哪些技能和准备？,true,false
curators,zh-CN,3,策展人在 AI 时代哪些工作更容易被加速？,true,false
curators,en,1,What does a Curators do?,true,false
curators,en,2,What skills and preparation matter for Curators?,true,false
curators,en,3,How does AI affect Curators work?,true,false
customer-service-representatives,zh-CN,1,客户服务代表主要做什么？,true,false
customer-service-representatives,zh-CN,2,客户服务代表需要哪些技能和准备？,true,false
customer-service-representatives,zh-CN,3,客户服务代表在 AI 时代哪些工作更容易被加速？,true,false
customer-service-representatives,en,1,What does a Customer Service Representatives do?,true,false
customer-service-representatives,en,2,What skills and preparation matter for Customer Service Representatives?,true,false
customer-service-representatives,en,3,How does AI affect Customer Service Representatives work?,true,false
customs-and-border-protection-officers,zh-CN,1,海关官主要做什么？,true,false
customs-and-border-protection-officers,zh-CN,2,海关官需要哪些技能和准备？,true,false
customs-and-border-protection-officers,zh-CN,3,海关官在 AI 时代哪些工作更容易被加速？,true,false
customs-and-border-protection-officers,en,1,What does a Customs And Border Protection Officers do?,true,false
customs-and-border-protection-officers,en,2,What skills and preparation matter for Customs And Border Protection Officers?,true,false
customs-and-border-protection-officers,en,3,How does AI affect Customs And Border Protection Officers work?,true,false
customs-brokers,zh-CN,1,海关经纪人主要做什么？,true,false
customs-brokers,zh-CN,2,海关经纪人需要哪些技能和准备？,true,false
customs-brokers,zh-CN,3,海关经纪人在 AI 时代哪些工作更容易被加速？,true,false
customs-brokers,en,1,What does a Customs Brokers do?,true,false
customs-brokers,en,2,What skills and preparation matter for Customs Brokers?,true,false
customs-brokers,en,3,How does AI affect Customs Brokers work?,true,false
cutters-and-trimmers-hand,zh-CN,1,切割工布置员、手工主要做什么？,true,false
cutters-and-trimmers-hand,zh-CN,2,切割工布置员、手工需要哪些技能和准备？,true,false
cutters-and-trimmers-hand,zh-CN,3,切割工布置员、手工在 AI 时代哪些工作更容易被加速？,true,false
cutters-and-trimmers-hand,en,1,"What does a Cutters And Trimmers, Hand do?",true,false
cutters-and-trimmers-hand,en,2,"What skills and preparation matter for Cutters And Trimmers, Hand?",true,false
cutters-and-trimmers-hand,en,3,"How does AI affect Cutters And Trimmers, Hand work?",true,false
cutting-and-slicing-machine-setters-operators-and-tenders,zh-CN,1,机器铺设工、操作员、看护员主要做什么？,true,false
cutting-and-slicing-machine-setters-operators-and-tenders,zh-CN,2,机器铺设工、操作员、看护员需要哪些技能和准备？,true,false
cutting-and-slicing-machine-setters-operators-and-tenders,zh-CN,3,机器铺设工、操作员、看护员在 AI 时代哪些工作更容易被加速？,true,false
cutting-and-slicing-machine-setters-operators-and-tenders,en,1,"What does a Cutting And Slicing Machine Setters, Operators, And Tenders do?",true,false
cutting-and-slicing-machine-setters-operators-and-tenders,en,2,"What skills and preparation matter for Cutting And Slicing Machine Setters, Operators, And Tenders?",true,false
cutting-and-slicing-machine-setters-operators-and-tenders,en,3,"How does AI affect Cutting And Slicing Machine Setters, Operators, And Tenders work?",true,false
cutting-punching-and-press-machine-setters-operators-and-tenders-metal-and-plastic,zh-CN,1,机器铺设工、操作员、看护员、金属塑料主要做什么？,true,false
cutting-punching-and-press-machine-setters-operators-and-tenders-metal-and-plastic,zh-CN,2,机器铺设工、操作员、看护员、金属塑料需要哪些技能和准备？,true,false
cutting-punching-and-press-machine-setters-operators-and-tenders-metal-and-plastic,zh-CN,3,机器铺设工、操作员、看护员、金属塑料在 AI 时代哪些工作更容易被加速？,true,false
cutting-punching-and-press-machine-setters-operators-and-tenders-metal-and-plastic,en,1,"What does a Cutting, Punching, And Press Machine Setters, Operators, And Tenders, Metal And Plastic do?",true,false
cutting-punching-and-press-machine-setters-operators-and-tenders-metal-and-plastic,en,2,"What skills and preparation matter for Cutting, Punching, And Press Machine Setters, Operators, And Tenders, Metal And Plastic?",true,false
cutting-punching-and-press-machine-setters-operators-and-tenders-metal-and-plastic,en,3,"How does AI affect Cutting, Punching, And Press Machine Setters, Operators, And Tenders, Metal And Plastic work?",true,false
cytogenetic-technologists,zh-CN,1,技术专家主要做什么？,true,false
cytogenetic-technologists,zh-CN,2,技术专家需要哪些技能和准备？,true,false
cytogenetic-technologists,zh-CN,3,技术专家在 AI 时代哪些工作更容易被加速？,true,false
cytogenetic-technologists,en,1,What does a Cytogenetic Technologists do?,true,false
cytogenetic-technologists,en,2,What skills and preparation matter for Cytogenetic Technologists?,true,false
cytogenetic-technologists,en,3,How does AI affect Cytogenetic Technologists work?,true,false
cytotechnologists,zh-CN,1,细胞技术专家主要做什么？,true,false
cytotechnologists,zh-CN,2,细胞技术专家需要哪些技能和准备？,true,false
cytotechnologists,zh-CN,3,细胞技术专家在 AI 时代哪些工作更容易被加速？,true,false
cytotechnologists,en,1,What does a Cytotechnologists do?,true,false
cytotechnologists,en,2,What skills and preparation matter for Cytotechnologists?,true,false
cytotechnologists,en,3,How does AI affect Cytotechnologists work?,true,false
dancers,zh-CN,1,舞者主要做什么？,true,false
dancers,zh-CN,2,舞者需要哪些技能和准备？,true,false
dancers,zh-CN,3,舞者在 AI 时代哪些工作更容易被加速？,true,false
dancers,en,1,What does a Dancers do?,true,false
dancers,en,2,What skills and preparation matter for Dancers?,true,false
dancers,en,3,How does AI affect Dancers work?,true,false
dancers-and-choreographers,zh-CN,1,舞者主要做什么？,true,false
dancers-and-choreographers,zh-CN,2,舞者需要哪些技能和准备？,true,false
dancers-and-choreographers,zh-CN,3,舞者在 AI 时代哪些工作更容易被加速？,true,false
dancers-and-choreographers,en,1,What does a Dancers do?,true,false
dancers-and-choreographers,en,2,What skills and preparation matter for Dancers?,true,false
dancers-and-choreographers,en,3,How does AI affect Dancers work?,true,false
data-entry-keyers,zh-CN,1,数据录入员主要做什么？,true,false
data-entry-keyers,zh-CN,2,数据录入员需要哪些技能和准备？,true,false
data-entry-keyers,zh-CN,3,数据录入员在 AI 时代哪些工作更容易被加速？,true,false
data-entry-keyers,en,1,What does a Data Entry Keyers do?,true,false
data-entry-keyers,en,2,What skills and preparation matter for Data Entry Keyers?,true,false
data-entry-keyers,en,3,How does AI affect Data Entry Keyers work?,true,false
data-scientists,zh-CN,1,数据科学家主要做什么？,true,false
data-scientists,zh-CN,2,数据科学家需要哪些技能和准备？,true,false
data-scientists,zh-CN,3,数据科学家在 AI 时代哪些工作更容易被加速？,true,false
data-scientists,en,1,What does a Data scientists do?,true,false
data-scientists,en,2,What skills and preparation matter for Data scientists?,true,false
data-scientists,en,3,How does AI affect Data scientists work?,true,false
data-warehousing-specialists,zh-CN,1,数据专员主要做什么？,true,false
data-warehousing-specialists,zh-CN,2,数据专员需要哪些技能和准备？,true,false
data-warehousing-specialists,zh-CN,3,数据专员在 AI 时代哪些工作更容易被加速？,true,false
data-warehousing-specialists,en,1,What does a Data Warehousing Specialists do?,true,false
data-warehousing-specialists,en,2,What skills and preparation matter for Data Warehousing Specialists?,true,false
data-warehousing-specialists,en,3,How does AI affect Data Warehousing Specialists work?,true,false
database-administrators,zh-CN,1,数据库管理员主要做什么？,true,false
database-administrators,zh-CN,2,数据库管理员需要哪些技能和准备？,true,false
