slug,locale,snippet_candidate,primary_query_intent,candidate_only,runtime_approved
first-line-supervisors-of-police-and-detectives,zh-CN,一线主管警察侦探页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“一线主管警察侦探适不适合我”的候选搜索摘要。,what-is,true,false
first-line-supervisors-of-police-and-detectives,en,"First Line Supervisors Of Police And Detectives covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
first-line-supervisors-of-production-and-operating-workers,zh-CN,主管生产工人页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“主管生产工人适不适合我”的候选搜索摘要。,what-is,true,false
first-line-supervisors-of-production-and-operating-workers,en,"First Line Supervisors Of Production And Operating Workers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
first-line-supervisors-of-retail-sales-workers,zh-CN,主管工人销售页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“主管工人销售适不适合我”的候选搜索摘要。,what-is,true,false
first-line-supervisors-of-retail-sales-workers,en,"First Line Supervisors Of Retail Sales Workers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
first-line-supervisors-of-security-workers,zh-CN,主管工人页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“主管工人适不适合我”的候选搜索摘要。,what-is,true,false
first-line-supervisors-of-security-workers,en,"First Line Supervisors Of Security Workers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
first-line-supervisors-of-weapons-specialists-crew-members,zh-CN,专家主管页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“专家主管适不适合我”的候选搜索摘要。,what-is,true,false
first-line-supervisors-of-weapons-specialists-crew-members,en,"First Line Supervisors Of Weapons Specialists/Crew Members covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
fish-and-game-wardens,zh-CN,鱼类与野生动物管理员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“鱼类与野生动物管理员适不适合我”的候选搜索摘要。,what-is,true,false
fish-and-game-wardens,en,"Fish And Game Wardens covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
fishers-and-related-fishing-workers,zh-CN,渔猎从业人员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“渔猎从业人员适不适合我”的候选搜索摘要。,what-is,true,false
fishers-and-related-fishing-workers,en,"Fishing And Hunting Workers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
fitness-and-wellness-coordinators,zh-CN,健身与健康协调员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“健身与健康协调员适不适合我”的候选搜索摘要。,what-is,true,false
fitness-and-wellness-coordinators,en,"Fitness And Wellness Coordinators covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
fitness-trainers-and-instructors,zh-CN,健身训练师与团课教练页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“健身训练师与团课教练适不适合我”的候选搜索摘要。,what-is,true,false
fitness-trainers-and-instructors,en,"Exercise Trainers And Group Fitness Instructors covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
flight-attendants,zh-CN,空乘人员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“空乘人员适不适合我”的候选搜索摘要。,what-is,true,false
flight-attendants,en,"Flight Attendants covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
floor-layers-except-carpet-wood-and-hard-tiles,zh-CN,地板铺设工、地毯、木材、硬质瓷砖页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“地板铺设工、地毯、木材、硬质瓷砖适不适合我”的候选搜索摘要。,what-is,true,false
floor-layers-except-carpet-wood-and-hard-tiles,en,"Floor Layers, Except Carpet, Wood, And Hard Tiles covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
floor-sanders-and-finishers,zh-CN,地板打磨工修整工页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“地板打磨工修整工适不适合我”的候选搜索摘要。,what-is,true,false
floor-sanders-and-finishers,en,"Floor Sanders And Finishers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
tile-and-marble-setters,zh-CN,瓷砖与石材铺设工页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“瓷砖与石材铺设工适不适合我”的候选搜索摘要。,what-is,true,false
tile-and-marble-setters,en,"Tile And Stone Setters covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
floral-designers,zh-CN,花艺设计师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“花艺设计师适不适合我”的候选搜索摘要。,what-is,true,false
floral-designers,en,"Floral Designers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
food-and-beverage-serving-and-related-workers,zh-CN,快餐与柜台服务员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“快餐与柜台服务员适不适合我”的候选搜索摘要。,what-is,true,false
food-and-beverage-serving-and-related-workers,en,"Fast Food And Counter Workers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
food-and-tobacco-roasting-baking-and-drying-machine-operators-and-tenders,zh-CN,食品、机器操作员看护员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“食品、机器操作员看护员适不适合我”的候选搜索摘要。,what-is,true,false
