slug,locale,primary_query_intent,secondary_query_intents,snippet_candidate,faq_candidates,internal_link_anchor_candidates,candidate_only,runtime_approved,validation_findings
elementary-school-teachers-except-special-education,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,"Elementary School Teachers, Except Special Education covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.","What does a Elementary School Teachers, Except Special Education do?|What skills and preparation matter for Elementary School Teachers, Except Special Education?|How does AI affect Elementary School Teachers, Except Special Education work?","Elementary School Teachers, Except Special Education career overview|Elementary School Teachers, Except Special Education skills and entry path|Elementary School Teachers, Except Special Education AI impact and fit",true,false,
elementary-middle-and-high-school-principals,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education,幼儿园至中学教育行政管理者页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“幼儿园至中学教育行政管理者适不适合我”的候选搜索摘要。,幼儿园至中学教育行政管理者主要做什么？|幼儿园至中学教育行政管理者需要哪些技能和准备？|幼儿园至中学教育行政管理者在 AI 时代哪些工作更容易被加速？,幼儿园至中学教育行政管理者职业介绍|幼儿园至中学教育行政管理者技能与入行路径|幼儿园至中学教育行政管理者AI 影响与职业匹配,true,false,
elementary-middle-and-high-school-principals,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,"Education Administrators, Kindergarten Through Secondary covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.","What does a Education Administrators, Kindergarten Through Secondary do?|What skills and preparation matter for Education Administrators, Kindergarten Through Secondary?|How does AI affect Education Administrators, Kindergarten Through Secondary work?","Education Administrators, Kindergarten Through Secondary career overview|Education Administrators, Kindergarten Through Secondary skills and entry path|Education Administrators, Kindergarten Through Secondary AI impact and fit",true,false,
elevator-installers-and-repairers,zh-CN,what-is,,电梯与自动扶梯安装维修人员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“电梯与自动扶梯安装维修人员适不适合我”的候选搜索摘要。,电梯与自动扶梯安装维修人员主要做什么？|电梯与自动扶梯安装维修人员需要哪些技能和准备？|电梯与自动扶梯安装维修人员在 AI 时代哪些工作更容易被加速？,电梯与自动扶梯安装维修人员职业介绍|电梯与自动扶梯安装维修人员技能与入行路径|电梯与自动扶梯安装维修人员AI 影响与职业匹配,true,false,
elevator-installers-and-repairers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,"Elevator And Escalator Installers And Repairers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",What does a Elevator And Escalator Installers And Repairers do?|What skills and preparation matter for Elevator And Escalator Installers And Repairers?|How does AI affect Elevator And Escalator Installers And Repairers work?,Elevator And Escalator Installers And Repairers career overview|Elevator And Escalator Installers And Repairers skills and entry path|Elevator And Escalator Installers And Repairers AI impact and fit,true,false,
eligibility-interviewers-government-programs,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,资格面谈员、政府项目页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“资格面谈员、政府项目适不适合我”的候选搜索摘要。,资格面谈员、政府项目主要做什么？|资格面谈员、政府项目需要哪些技能和准备？|资格面谈员、政府项目在 AI 时代哪些工作更容易被加速？,资格面谈员、政府项目职业介绍|资格面谈员、政府项目技能与入行路径|资格面谈员、政府项目AI 影响与职业匹配,true,false,
eligibility-interviewers-government-programs,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,"Eligibility Interviewers, Government Programs covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.","What does a Eligibility Interviewers, Government Programs do?|What skills and preparation matter for Eligibility Interviewers, Government Programs?|How does AI affect Eligibility Interviewers, Government Programs work?","Eligibility Interviewers, Government Programs career overview|Eligibility Interviewers, Government Programs skills and entry path|Eligibility Interviewers, Government Programs AI impact and fit",true,false,
embalmers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,遗体防腐师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“遗体防腐师适不适合我”的候选搜索摘要。,遗体防腐师主要做什么？|遗体防腐师需要哪些技能和准备？|遗体防腐师在 AI 时代哪些工作更容易被加速？,遗体防腐师职业介绍|遗体防腐师技能与入行路径|遗体防腐师AI 影响与职业匹配,true,false,
embalmers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,"Embalmers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",What does a Embalmers do?|What skills and preparation matter for Embalmers?|How does AI affect Embalmers work?,Embalmers career overview|Embalmers skills and entry path|Embalmers AI impact and fit,true,false,
emergency-management-directors,zh-CN,what-is,,应急管理主管适合谁？页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“应急管理主管适合谁？适不适合我”的候选搜索摘要。,应急管理主管适合谁？主要做什么？|应急管理主管适合谁？需要哪些技能和准备？|应急管理主管适合谁？在 AI 时代哪些工作更容易被加速？,应急管理主管适合谁？职业介绍|应急管理主管适合谁？技能与入行路径|应急管理主管适合谁？AI 影响与职业匹配,true,false,
emergency-management-directors,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,"Emergency management directors covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",What does a Emergency management directors do?|What skills and preparation matter for Emergency management directors?|How does AI affect Emergency management directors work?,Emergency management directors career overview|Emergency management directors skills and entry path|Emergency management directors AI impact and fit,true,false,
emergency-medical-technicians,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,急诊医疗技术员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“急诊医疗技术员适不适合我”的候选搜索摘要。,急诊医疗技术员主要做什么？|急诊医疗技术员需要哪些技能和准备？|急诊医疗技术员在 AI 时代哪些工作更容易被加速？,急诊医疗技术员职业介绍|急诊医疗技术员技能与入行路径|急诊医疗技术员AI 影响与职业匹配,true,false,
