finding_id,severity,finding_type,slug,locale,field_path,excerpt,reason,repair_instruction,repair_allowed_without_source_change,requires_human_review
low_reader_usefulness:ambulance-drivers-and-attendants-except-emergency-medical-technicians:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,ambulance-drivers-and-attendants-except-emergency-medical-technicians,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:ambulance-drivers-and-attendants-except-emergency-medical-technicians:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,ambulance-drivers-and-attendants-except-emergency-medical-technicians,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:ambulance-drivers-and-attendants-except-emergency-medical-technicians:zh-CN:0118aedaefea,warning,conversion_unclear,ambulance-drivers-and-attendants-except-emergency-medical-technicians,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:ambulance-drivers-and-attendants-except-emergency-medical-technicians:en:27db634c6a4f,repair_required,low_workflow_density,ambulance-drivers-and-attendants-except-emergency-medical-technicians,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:ambulance-drivers-and-attendants-except-emergency-medical-technicians:en:0c2bf5afdfaf,warning,low_reader_usefulness,ambulance-drivers-and-attendants-except-emergency-medical-technicians,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:ambulance-drivers-and-attendants-except-emergency-medical-technicians:en:619685f52d24,repair_required,locale_naturalness_issue,ambulance-drivers-and-attendants-except-emergency-medical-technicians,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:ambulance-drivers-and-attendants-except-emergency-medical-technicians:en:0118aedaefea,warning,conversion_unclear,ambulance-drivers-and-attendants-except-emergency-medical-technicians,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
weak_occupation_specificity:anesthesiologist-assistants:zh-CN:30f0d48eec11,repair_required,weak_occupation_specificity,anesthesiologist-assistants,zh-CN,$,,The row has limited occupation-specific workflow/tool/stakeholder detail.,Use existing block evidence to add concrete occupation-specific work context.,True,False
low_workflow_density:anesthesiologist-assistants:zh-CN:27db634c6a4f,repair_required,low_workflow_density,anesthesiologist-assistants,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:anesthesiologist-assistants:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,anesthesiologist-assistants,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:anesthesiologist-assistants:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,anesthesiologist-assistants,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:anesthesiologist-assistants:zh-CN:0118aedaefea,warning,conversion_unclear,anesthesiologist-assistants,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
weak_occupation_specificity:anesthesiologist-assistants:en:30f0d48eec11,repair_required,weak_occupation_specificity,anesthesiologist-assistants,en,$,,The row has limited occupation-specific workflow/tool/stakeholder detail.,Use existing block evidence to add concrete occupation-specific work context.,True,False
low_workflow_density:anesthesiologist-assistants:en:27db634c6a4f,repair_required,low_workflow_density,anesthesiologist-assistants,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:anesthesiologist-assistants:en:0c2bf5afdfaf,warning,low_reader_usefulness,anesthesiologist-assistants,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:anesthesiologist-assistants:en:619685f52d24,repair_required,locale_naturalness_issue,anesthesiologist-assistants,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:anesthesiologist-assistants:en:0118aedaefea,warning,conversion_unclear,anesthesiologist-assistants,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
weak_occupation_specificity:anesthesiologists:zh-CN:30f0d48eec11,repair_required,weak_occupation_specificity,anesthesiologists,zh-CN,$,,The row has limited occupation-specific workflow/tool/stakeholder detail.,Use existing block evidence to add concrete occupation-specific work context.,True,False
low_workflow_density:anesthesiologists:zh-CN:27db634c6a4f,repair_required,low_workflow_density,anesthesiologists,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:anesthesiologists:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,anesthesiologists,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:anesthesiologists:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,anesthesiologists,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:anesthesiologists:zh-CN:0118aedaefea,warning,conversion_unclear,anesthesiologists,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
weak_occupation_specificity:anesthesiologists:en:30f0d48eec11,repair_required,weak_occupation_specificity,anesthesiologists,en,$,,The row has limited occupation-specific workflow/tool/stakeholder detail.,Use existing block evidence to add concrete occupation-specific work context.,True,False
low_workflow_density:anesthesiologists:en:27db634c6a4f,repair_required,low_workflow_density,anesthesiologists,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:anesthesiologists:en:0c2bf5afdfaf,warning,low_reader_usefulness,anesthesiologists,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:anesthesiologists:en:619685f52d24,repair_required,locale_naturalness_issue,anesthesiologists,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:anesthesiologists:en:0118aedaefea,warning,conversion_unclear,anesthesiologists,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
weak_occupation_specificity:animal-scientists:zh-CN:30f0d48eec11,repair_required,weak_occupation_specificity,animal-scientists,zh-CN,$,,The row has limited occupation-specific workflow/tool/stakeholder detail.,Use existing block evidence to add concrete occupation-specific work context.,True,False
low_workflow_density:animal-scientists:zh-CN:27db634c6a4f,repair_required,low_workflow_density,animal-scientists,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:animal-scientists:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,animal-scientists,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:animal-scientists:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,animal-scientists,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:animal-scientists:zh-CN:0118aedaefea,warning,conversion_unclear,animal-scientists,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
weak_occupation_specificity:animal-scientists:en:30f0d48eec11,repair_required,weak_occupation_specificity,animal-scientists,en,$,,The row has limited occupation-specific workflow/tool/stakeholder detail.,Use existing block evidence to add concrete occupation-specific work context.,True,False
low_workflow_density:animal-scientists:en:27db634c6a4f,repair_required,low_workflow_density,animal-scientists,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:animal-scientists:en:0c2bf5afdfaf,warning,low_reader_usefulness,animal-scientists,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
